Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,total_abusive_word,text_abusive_word
6 jam perjalanan bang tapi di sini adem wkwk naik onta,0,0,0,0,0,0,0,0,0,0,0,0,1,onta
bahas islam merusak nilai penguatan karakter melalui revitalisasi pendidikan nilai,1,0,0,1,1,0,0,0,0,0,1,0,0,
bagus nanti dipakai untuk petisi lengserkan jokowi ya kembalikan ahok ke cipinang,1,0,1,0,0,0,0,0,1,1,0,0,1,lengser
semoga di masa depan etnis cina di indonesia tetap tidak menduduki pemerintahan bisa jadi kayak singapura,1,0,0,1,0,1,0,0,0,0,1,0,0,
monyet benaran mati ini adalah uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,1,monyet
sepandai pandainya kita menyembunyikan bangkai pasti akan tercium juga baunya haha,0,0,0,0,0,0,0,0,0,0,0,0,1,bangkai
pengguna terus islam tidak punya kitab suci kok logika kamu jatuh ke palung jawa begitu modelnya tau arti kata fiksi menurut kamus besar bahasa indonesia belum,0,0,0,0,0,0,0,0,0,0,0,0,0,
mungkin kata pengguna yang dilakukan raja salman hanya pencitraan,1,0,1,0,0,0,0,0,1,1,0,0,0,
untuk mengedukasi manusia manusia udik seperti kamu misalnya,1,1,1,0,0,0,0,0,1,1,0,0,1,udik
saya muslim katolik buddha hindu kristen jawa sumatra papua tidak masalah konsekuensinya anda bukan muslim jawa dan seterusnya karena itu semua kebhinekaan kita tapi kalau saya negara kesatuan republik indonesia pancasila konsekuensinya selain itu bukan orang indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna tolol apa hubungannya dengan rumah tangga urus saja kerjaanmu tidak usah banyak cakap kamu jadi menteri di pecat jadi gubernur malah membuat jakarta semakin tidak karuan sebentar lagi juga hancur itu jakarta,1,1,1,0,0,0,0,0,1,1,0,0,1,tolol
bi dorong pembiayaan syariat untuk pembangunan,0,0,0,0,0,0,0,0,0,0,0,0,0,
moga moga berkah untuk semuanya tapi mohon perhatian untuk sektor sektor lain yang mana dunia usaha merasa masih dipersulit di menakuti mohon bapak presiden blusuk juga ke lembaga kebijakan pengadaan barang jasa pemerintah yang dirasa sangat menghambat ke departemen kesehatan polisi masih juga suka mengganggu,0,0,0,0,0,0,0,0,0,0,0,0,0,
nih ya gue jelaskan cowok burungnya tidak ada jadi cewek ceweknya bernada nada siapa lagi transgender di indonesia yang nyanyi uniform resource locator,1,0,1,0,0,0,0,1,0,1,0,0,1,transgender
pengguna indonesia sedang di jajah cina,1,0,0,1,0,1,0,0,0,0,1,0,1,edan
bubarkan dewan perwakilan rakyat tidak butuh,1,0,0,1,0,0,0,0,1,0,0,1,0,
tertawa apa bertanya sama gue tai meminta digampar,1,1,1,0,0,0,0,0,1,1,0,0,1,tai
bung fadli timbang kadar iman seseorang pakai apa timbangan sayur jangan jangan kadar iman pak tuan guru bajang lebih tinggi dari fadli yang dokter gigi bawa bunga ke makam pendiri sosialis komunis,0,0,0,0,0,0,0,0,0,0,0,0,1,komunis
pengguna cocot cocot cocot 2019 bubarkan gerindra,1,1,0,1,0,0,0,0,1,0,1,0,1,cocot
ayo ngewe,0,1,0,0,0,0,0,0,0,0,0,0,1,ngewe
yang sampai januari 1998 masih bilang anti soeharto gerakan komunis ya,0,0,0,0,0,0,0,0,0,0,0,0,1,komunis
pengguna user tidak usah sok bijak semua mata sudah lihat bagaimana kebobrokan hukum saat ini rakyat sudah bisa menilai lah tidak bego kita lihat nanti 2019 ganti presiden,0,1,0,0,0,0,0,0,0,0,0,0,1,bego
pengguna burma dan buddha memang teroris sebenarnya,1,0,0,1,1,0,0,0,0,0,1,0,0,
hooo kelihatan mana yang bego sekarang haha,0,1,0,0,0,0,0,0,0,0,0,0,1,bego
wkwk ke trigger juga bani onta,1,1,1,0,0,0,0,0,1,1,0,0,2,onta bani
berengsek juga ya mantan gue one thing bout her yang gue suka mulutnya memang tidak pernah difilter sok gue pasti dapat jawaban jujur dari dia,1,1,1,0,0,0,0,0,1,1,0,0,1,berengsek
ustaz memang penggemar penggerak olah raga bersepeda di bekasi mantap 20 tahun partai keadilan sejahtera asyik,0,0,0,0,0,0,0,0,0,0,0,0,1,tai
hehe memang kampang fandom itu,0,1,0,0,0,0,0,0,0,0,0,0,1,kampang
naik onta kapan sampai nya,0,0,0,0,0,0,0,0,0,0,0,0,1,onta
kalau orang orang yang bawa bom mengakui cuma mengetes pak pol boleh juga kali ya pak hehe apa kabar pak ronald,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna akhlak mulia presiden kalau bertemu kiai dan pinisepuh maka ia tak akan menggulung lengan kemejanya karena mereka memang sangat pantas dihormati tabik,0,0,0,0,0,0,0,0,0,0,0,0,0,
ios anjing kepada,0,1,0,0,0,0,0,0,0,0,0,0,1,anjing
ya sudah gue mau demo meminta pak jokowi menendang palkjihun dari dunia,1,0,1,0,0,0,0,0,1,1,0,0,0,
jelek kamu udik,1,1,1,0,0,0,0,0,1,1,0,0,1,udik
saya juga muak sama kamu yang fitnah prabowo,1,0,1,0,0,0,0,0,1,1,0,0,0,
aku ada kok di kota salatiga jawa tengah sama kristen 1 salatiga,0,0,0,0,0,0,0,0,0,0,0,0,0,
iklan ahok jahat baru ada di rezim jokowi kampret setan iblis dajjal dibangkitkan dari kuburnya mereka gembira berpesta pora setelah lama dibelenggu,1,1,0,1,0,0,0,0,1,0,1,0,4,iblis kampret setan rezim
maraknya orang sipit masuk ke indonesia hanya pengalihan hati lah justru kepada syiah ah rafidhah biang keroknya segala pemberontakan kudeta negara muslim ahlusunah di dunia,1,0,0,1,1,1,0,0,0,0,1,0,2,onta sipit
ketua dewan perwakilan rakyat dorong inspirasi kreatif pemerintah sesuai budaya pancasila,0,0,0,0,0,0,0,0,0,0,0,0,0,
gubernur ahmad heryawan mengukir sejarah bandara super megah kertajati dibangun dengan biaya mandiri tanpa menggunakan anggaran pendapatan dan belanja negara murni dikelola oleh pemerintah provinsi jawa barat ini sejarah baru infrastruktur bagi indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,
kristen nusantara bukanlah suatu aliran baru dalam kekristenan tapi suatu gerakan untuk mencegah paham radikalisme di bumi nusantara seperti halnya nu jangan biarkan hanya nu pemain tunggal mencegah paham radikalisme di negara kesatuan republik indonesia tercinta ini kita juga mari ter,0,0,0,0,0,0,0,0,0,0,0,0,0,
kayak tai,1,1,1,0,0,0,0,0,1,1,0,0,1,tai
bertanya tanya apa yang dirinya lakukan di kehidupan sebelumnya sampai sampai harus bertemu dengan pria asing dan menyebalkan ini di samping nada bicara sang teruna angie juga tidak senang dengan cara pria itu memanggilnya non ia mengerti,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
juga jago bakar isu partai komunis indonesia komunis,1,0,1,0,0,1,0,0,0,1,0,0,2,tai komunis
waspada jawa tengah indikasi akan ada mobilisasi massa dari luar jawa tengah untuk tamasya pilihan kepala daerah temuan panitia pengawas brebes ada 1 nkk dengan 946 anggota keluarga pengguna user pengguna user,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna sih joko ingin tetap populer buat pro nas di jakarta sih ahok juga tidak mw kalah buat juga proyek proyek lain di jakarta akhirnya 1 pembangunan belum selesai tetapi sudah bangun lagi yang lain di ruas ruas utama yang saling berdekatan sekarang cebong goblok malah menyalahkan ani,1,1,1,0,0,0,0,0,1,1,0,0,3,goblok bong cebong
bilang sama suami kamu jangan cengeng suka blok orang oke katanya politisi top mantan tim sukses kafir penista agama tapi kok kelakuan takut katanya liberal tapi kok partisan ngehek,0,0,0,0,0,0,0,0,0,0,0,0,2,kafir nista
memang anak anjing kampang,1,1,1,0,0,0,0,0,1,1,0,0,2,anjing kampang
bani kampret bani kecebong pilih bani adam lah soalnya manusia,1,1,0,1,0,0,0,0,1,0,1,0,4,kampret bong cebong bani
pengguna kalau gue guna kan kampret tidak bisa melihat bro siang hari bagaimana sih lollll,0,1,0,0,0,0,0,0,0,0,0,0,1,kampret
pengguna hai kunyuk pengguna supaya kamu paham ya prabowo subianto jadi calon presiden saja sudah salah apalagi jadi presiden play station mem,1,1,1,0,0,0,0,0,1,1,0,0,1,kunyuk
presiden joko widodo memutuskan untuk lebih realisitis dalam mengejar pembangunan proyek strategis nasional play station network,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user pengguna rezim sales rezim penipu pencitraan semua palsu,1,1,0,1,0,0,0,0,1,0,1,0,1,rezim
jijik gue cowok cowok pakai baju merah muda pernah gue menonton video bokep kan ya gue kira cewek kakinya mungil pakai kaos kaki yang sepaha itu warna merah muda pakai baju merah muda yang panjang sampai sepaha pas dibuka isinya titit asuuuuu,0,1,0,0,0,0,0,0,0,0,0,0,3,jijik titit bokep
sungguh rezim kocak indonesia sedang sekarat umat muslim sedang di pilah oleh allah subhanahu wa taala antara golongan muslimin dan munafik,1,0,0,1,1,0,0,0,0,0,1,0,3,edan munafik rezim
pengguna user jancuk,0,1,0,0,0,0,0,0,0,0,0,0,1,jancuk
kalian nih kenapa sih nyinyir yang hijrah padahal kan mereka cuma mau menutupi koreng,1,1,1,0,0,0,0,0,1,1,0,0,1,koreng
pakai paksa paksa jokowi kembalikan semua penduduk rakhine memang prabowo pengangguran banyak politikus menganggur jadi omongnya ngawur,1,0,1,0,0,0,0,0,1,1,0,0,0,
nanti jatuhnya musyrik tar aku masuk neraka,0,0,0,0,0,0,0,0,0,0,0,0,0,
mendampingi jokowi di harlah pergerakan mahasiswa islam indonesia di bandung cak imin balik jakarta dengan pesawat kepresidenan bersama presiden join 2019 cak imin the next wakil presiden join 2019 pengguna user pengguna user,0,0,0,0,0,0,0,0,0,0,0,0,0,
secara teknis dia baik mau kembalikan kamu straight tapi cuma cara dia saja yang tidak etis gue bilang sama kamu bagaimana sakitnya mantan ketika putus sama kamu dia ada di jalur yang salah he bro gue mengalami kok setelah gue sama mantan gue putus mantan gu,0,0,0,0,0,0,0,0,0,0,0,0,0,
jualan kaos tidak laku kembali ke isu partai komunis indonesia duh bagaimana bisa maju,0,0,0,0,0,0,0,0,0,0,0,0,2,tai komunis
jokowi adalah ahok yang tertunda siap siap di penjara juga ya pak uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,0,
rela antre ribuan pelamar berburu lowongan kerja di gedung small and medium enterprises and cooperatives,0,0,0,0,0,0,0,0,0,0,0,0,0,
mengapa menggunakan bahasa arab bukankah tuhan yang maha esa menurut pancasila berbahasa indonesia,1,0,0,1,1,0,0,0,0,0,1,0,0,
tapi perdebatan surat pemberitahuan tahunan ini memang tidak dapat dihindari sejarah gereja pun mencatat perpecahan pertama dalam gereja terjadi waktu konsili yerusalem karena hal ini apakah tradisi yahudi merupakan bagian dari ajaran kristiani atau tidak,0,0,0,0,0,0,0,0,0,0,0,0,0,
pantas saja tim sukses anies sandi ini kalau mentwit kacau sok jagoan,1,0,0,1,0,0,0,0,1,0,1,0,0,
apa kabar bos boss partai yang dia dukung ya menteri perempuan komunis mungkin dia belum makan pak,0,0,0,0,0,0,0,0,0,0,0,0,2,tai komunis
cari yeoja yang chara seksi lonte suka spam pic caranya yang mau ngentot rep like ya draxe,0,1,0,0,0,0,0,0,0,0,0,0,3,ngentot lonte seks
tiap berkicau makin kelihatan tolol dan gobloknya lebih tolol lagi yang memilih dia,1,1,0,1,0,0,0,0,1,0,1,0,2,goblok tolol
oi turonggo bom kajakkk,0,0,0,0,0,0,0,0,0,0,0,0,0,
inggris widjanarko mengabdikan hidup untuk seni budaya dan sosial,0,0,0,0,0,0,0,0,0,0,0,0,0,
setahu saya prambanan adalah candi hindu kelompok candi dieng candi ungaran gedong sanga dan lain lain borobudur adalah candi buddha kelompok sewu kalasan mendut dan lain lain,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user waduh wanginya kayak mbak kunti dong,0,0,0,0,0,0,0,0,0,0,0,0,1,kunti
pengguna bong dungu cuma video 31 detik langsung ambil kesimpulan tidak heran sudah kalau kamu di sebut dungu sekolam,1,1,1,0,0,0,0,0,1,1,0,0,2,dungu bong
buat kalian yang ingin tau budaya badui gue rencana sabtu minggu 14 15 april 2018 ke sana palingan habis rp300 000 an lah kalau mau kontak gue saja kita jalan bareng tetapi bukan male trip ya,0,0,0,0,0,0,0,0,0,0,0,0,1,onta
pengguna haha tidak ada orderan demo tidak ada nasi bungkus tidak ada perbaikan gizi tetap idiot,0,1,0,0,0,0,0,0,0,0,0,0,1,idiot
pengguna ketika generasi tinja sangat bahagia pemimpin nya bisa berkoar koar anti asing di jaman pilihan kepala daerah dan ketika selesai pilihan kepala daerah pengikutnya membela bahwa tinja nya asing enak,1,1,0,1,0,0,0,0,1,0,1,0,1,asing
betul anak anak partai komunis indonesia mulai muncul mengikuti jejak bapaknya,1,0,0,1,0,1,0,0,0,0,1,0,2,tai komunis
sang maestro dan sang calon presiden calon wakil presiden ri 1 nih yang pintar dan pro orang kecil dan tidak otoriter,0,0,0,0,0,0,0,0,0,0,0,0,0,
banyak lagi yang dihadapi bung karno sampai beliau jatuh dari jabatannya demi kedaulatan indonesia itu dikarenakan dia yang keras menolak modal asing freeport 51,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
ava sudah jelek enggak jelas begini saja kalau mentwit sa tetap ramai ya set sudah memang kontol itu punya kepala tapi tidak punya mata,0,1,0,0,0,0,0,0,0,0,0,0,1,kontol
haha babi migrain aku plak twit caring betul dekat babi iya lah hg reply twit aku lepas keluarkan brim tadi nih good timing,1,1,1,0,0,0,0,0,1,1,0,0,1,babi
untung untungan dan jangan sampai kami mengakui komunis mengakui ateis,0,0,0,0,0,0,0,0,0,0,0,0,2,ateis komunis
menurut saya kamu bule di rezim jokowi ini cuma ada dua pilihan beri saham 51 38 atau 2021 angkat kaki dari bumi negara kesatuan republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0,1,rezim
pengguna palestina belum ada fakta 29 november 1947 pbb menyetujui mengakhiri mandat britania raya untuk palestina dengan resolusi pbb 181 yang didukung 33 negara 13 negara menolak dan 10 lainnya netral wilayah tanah palestina,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user inherit agama bro nasib terberanak dalam islam kalau tak entah haha,0,0,0,0,0,0,0,0,0,0,0,0,0,
makin lama bikin puyeng kepala itu pak prabowo sama amin rais itu om nada nada bicaranya enggak bermutu sama sekali,1,0,1,0,0,0,0,0,1,1,0,0,0,
pengguna ganyang partai komunis indonesia mari kita dukung prabowo untuk 2019,1,0,0,1,0,1,0,0,0,0,0,1,2,tai komunis
kalau sehati cacat dong,0,1,0,0,0,0,0,0,0,0,0,0,1,cacat
pengguna user pengguna user yang ku khawatirkan kalau sampai tenaga kerja asing ini angkat senjata atau menguasai desa cuma tempat persinggahan markas mungkin wilayah indonesia timur langsung,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
ternyata dengan di menakutinya oleh tim komunis akan di komisi pemberantasan korupsi kan akhirnya tuan guru bajang menyerah k pengakuan zionis pkip,0,0,0,0,0,0,0,0,0,0,0,0,1,komunis
pengguna user sama beli senang punya saudara beli kebetulan saya senang mempelajari hindu bali untuk menambah wawasan dan karya karya gede prama juga menarik untuk dibaca perluasan wawasan,0,0,0,0,0,0,0,0,0,0,0,0,0,
ada lo orang yang suka nyinyir pecun di lini masa tapi menyukai postingan akun open bo,0,0,0,0,0,0,0,0,0,0,0,0,1,pecun
pak membuang islam bisa jadi menyakitkan tapi harus dilakukan demi kebaikan semua manusia,1,0,0,1,1,0,0,0,0,0,0,1,0,
pengguna etnis cina memang ada yang ikut berjuang tapi lebih sangat banyak yang jadi pengkhianat jadi antek belanda,1,0,0,1,0,1,0,0,0,0,1,0,1,antek
lele jamban yang kuning kuning dong,0,0,0,0,0,0,0,0,0,0,0,0,1,jamban
malam ini kepala badan pembinaan ideologi pancasila menjadi pembicara bersama menteri agama rektor universitas islam negeri sumatra utara dan habib jindan bin novel dalam mengaji indonesia kita indonesia kita berbudaya universitas islam negeri sumatra utara medan 11 4 18,0,0,0,0,0,0,0,0,0,0,0,0,1,edan
bupati jember harapkan jfc 2018 jadi semangat geliat ekonomi kerakyatan baca selengkapnya di,0,0,0,0,0,0,0,0,0,0,0,0,0,
dari membunuh musuh dari membunuh minion dari membunuh kura kura dari membunuh monster hutan dari assist dari menghancurkan turet dan lain lain ambil kamu kata ml atm wkwk kampret xd,0,1,0,0,0,0,0,0,0,0,0,0,1,kampret
ahok sih mulut jamban tokoh yang punya nilai bahasa indonesia dan norma etika 0 tai kucing,1,1,1,0,0,0,0,0,1,1,0,0,2,jamban tai
mowaa mengatakan bahwa seluruh warga nias akan memenangkan djarot syiar di pilihan kepala daerah sumatra utara 27 juni nanti nias pilih djarot sihar,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna apaan jir dahak wkwk tolol,1,1,1,0,0,0,0,0,1,1,0,0,1,tolol
pengguna terima kasih jokowi semoga tahun depan presiden baru bisa juga ada kebijakan yang lebih baik amin,0,0,0,0,0,0,0,0,0,0,0,0,0,
ya jawabannya goblok mas jaka sembung kan bawa sepeda mau sekolah masa bawa golok gila nih orang tua nya,1,1,1,0,0,0,1,0,0,1,0,0,2,gila goblok
hebat itu kalau apa yang diucapkan tidak sampai maksud dan tujuan terlalu sensitif tanpa basa basi urung ada sepatah kata silaturahmi maupun klarifikasi perorangan berjemaah nanti selanjutnya viral dan jauh dari budaya toleransi ketimuran eksistensi sesaat,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna jika dulu tanpa soeharto mungkin komunis sudah menguasai negeri ini agama tidak seperti sekarang,0,0,0,0,0,0,0,0,0,0,0,0,1,komunis
undang undang anti terorisme sudah disahkan dewan perwakilan rakyat kini aparat keamanan sudah memiliki payung hukum untuk bertindak tegas dalam memerangi teroris,0,0,0,0,0,0,0,0,0,0,0,0,0,
ahok tai memfitnah memang kamu tukang caci maki perempuannn anjing ahok pasti tumbang debat final pemilihan kepala daerah jakarta,1,1,1,0,0,0,0,0,1,1,0,0,2,anjing tai
pengguna fungsi goods and services tax untuk mengurangkan beban kebergantungan kepada hasil petroleum negara lagipun ide pelaksanaan goods and services tax datangnya dari bank negara bukan party bn sendiri gelombang biru,0,0,0,0,0,0,0,0,0,0,0,0,0,
sikap ketakutan rezim di tunjukkan melalui presidential threshold jumat berkah,0,0,0,0,0,0,0,0,0,0,0,0,1,rezim
pengguna ridwan kamil memang hebat dan top enggak kayak ahok tukang penista agama dan koruptor,1,1,1,0,1,0,0,0,0,1,0,0,1,nista
pengguna mungkin dititah ku sih gunawan kamu asri mengakui kunyuk jadi aku nu kena kehed,0,1,0,0,0,0,0,0,0,0,0,0,1,kunyuk
pak muslim selalu mengatakan kebenaran datang dari allah subhanahu wa taala yang mana muhammad bejat nabi,1,1,0,1,1,0,0,0,0,0,1,0,1,bejat
betul itu kelihatannya jika mau main belakang lengserkan jokowi kalau berhasil kan dia yang naik gantikan jadi presiden seperti pak harto diganti habibie,1,0,1,0,0,0,0,0,1,1,0,0,1,lengser
dulu tanpa media sosial pun presiden soeharto bisa di lengserkan apalagi bapak jokowi,1,0,1,0,0,0,0,0,1,1,0,0,1,lengser
pengguna cermati deh dari pedean mules ke toilet ke toilet apa kalau tidak tai eek dari mana,0,0,0,0,0,0,0,0,0,0,0,0,1,tai
apa sih anjing kamu lebay geblek,1,1,1,0,0,0,0,0,1,1,0,0,2,anjing geblek
buat pak pengguna ambisi kekuasaan boleh dan sah sah saja masa pak dibilang otoriter sih uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,0,
hem kayaknya sudah saatnya di turunkan pakde nih akal sehatnya tidak jalan,1,0,1,0,0,0,0,0,1,1,0,0,0,
heran juga saya setan iblis pada kabur dan takut kalau mendengar azan tapi ini makhluk allah yang satu ini anteng saja dengar azan bahkan pura pura budek kupingnya kalah dong setan iblis,1,1,1,0,0,0,1,0,0,1,0,0,3,budek iblis setan
kertayu mubah sedekah bumi lempar lemang info budaya warga desa kertayu menggelar tradisi sedekah bumi berupa pembuatan dan pembakaran lemang tradisi budaya yang rutin dilaksanakan setiap,0,0,0,0,0,0,0,0,0,0,0,0,0,
setelah itu aset negara dijual semua ya pak ruhut hebat benar karena itu impor pangan merajalela bahan bakar minyak naik membabi buta sepuluh juta lowongan kerja buat asing itulah hebatnya pak joko widodo bikin rakyat dan negara semakin sengsara hancur sudah,1,0,1,0,0,0,0,0,1,1,0,0,3,buta babi asing
ini baru presiden keluhan bupati dan masyarakat pulau samosir masalah kekurangan kapal peri dan pelabuhan langsung di jawab dan di menyanggupi presiden memerintahkan menteri perhubungan harus menyediakan kapal peri yang bagus tahun ini dan pembangunan pelabuhan nya,0,0,0,0,0,0,0,0,0,0,0,0,0,
ekonomi dipegang gerindra bisa hancur negara kita masak menyarankan cetak uang sebanyak banyak untuk bayar hutang jadi tidak perlu hutang lagi malah bisa mengutangi negara lain bisa bisanya bilang biaya produksi cetak uang murah ekonomi comberan para kecoa yang baik yakin,1,1,0,1,0,0,0,0,1,0,1,0,0,
dulu 98 dolar 12 000 koar koar meminta rezim lengser sekarang sudah mau tembus 15 000 malah makin jadi penjilat penguasa kasihan rakyat selalu jadi korban propaganda politikus busuk,1,1,1,0,0,0,0,0,1,1,0,0,2,lengser rezim
masih pagu mengajak gelut onta,1,1,1,0,0,0,0,0,1,1,0,0,1,onta
pengguna kamu saja paling belum pernah ngewe,0,1,0,0,0,0,0,0,0,0,0,0,1,ngewe
prof jeffrey musim dingin jokowi presiden terlemah dalam sejarah indonesia anisa dan pembahasan prof jeffrey musim dingin ini bagus walau ini analisis 2015 lalu tapi yang menjadi pembahasannya sekarang banyak yang terjadi 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,0,
dia digendong namun tetap tidak sombong dipanggul namun tetap tidak merasa unggul dan dihormati namun tetap rendah hati dialah pengguna kalian tahu siapa mereka yang memanggul presiden kita mereka adalah pasukan elite tentara nasional indonesia penjaga kedaulatan negara kesatuan republik indonesia bukan juru,0,0,0,0,0,0,0,0,0,0,0,0,1,bong
pengguna user pengguna user pengguna user pengguna user pengguna ooo partai keadilan sejahtera dan front pembela islam isl,0,0,0,0,0,0,0,0,0,0,0,0,1,tai
2019 memang pemilihan presiden pasti yang banyak prestasinya banyak pengalamannya dan hasil kerjanya terbukti itu yang akan menjadi presiden,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna ya allah aku berlindung kepada mua dari godaan setan yang terkutuk,0,0,0,0,0,0,0,0,0,0,0,0,2,setan terkutuk
pecun kelas teri nih uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0,1,pecun
survei lembaga kajian pemilu indonesia pilihan kepala daerah tapanuli utara pertahanan sulit dikalahkan warta ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,0,
ahok targetkan audit kisruh bantar gebang selesai bulan ini ahok mengatakan audit ini akan digunakan untuk,0,0,0,0,0,0,0,0,0,0,0,0,0,
dina islam mah nikah teh tau ribet juragan dipersulit ku orangnya tong gengsi tong sayang kapuji orang lamun sederhana lewih loba berkahnya,0,0,0,0,0,0,0,0,0,0,0,0,0,
jongos cina merasa kemerdekaan indonesia cina yang kasih,1,1,0,1,0,1,0,0,0,0,1,0,0,
pendapat profesor pemenang debat pilihan kepala daerah jawa timur,0,0,0,0,0,0,0,0,0,0,0,0,0,
wah gerakan 2019 ganti presiden mendunia spanduk beredar di turki jepang jerman inggris,0,0,0,0,0,0,0,0,0,0,0,0,0,
kenapa oh kenapa diriku berengsek,0,1,0,0,0,0,0,0,0,0,0,0,1,berengsek
pak menghapus teroris islam secara efektif harus dijelaskan alquran adalah kitab teroris,1,1,0,1,1,0,0,0,0,0,1,0,0,
pengguna jangan biasa main framing urusan data ekonomi saya paham owa,0,0,0,0,0,0,0,0,0,0,0,0,0,
ya allah itu yang daniel kalau dibelikan micin yang bego sekelurahan itu,1,1,1,0,0,0,0,0,1,1,0,0,1,bego
namanya sesuai orang yahudi sebut aron arab sebut harun yahudi sebut yochanan arab sebut yahya,0,0,0,0,0,0,0,0,0,0,0,0,0,
mari ingatkan sekaligus dukung pemerintah untuk tetap kelola ekonomi kesejahteraan rakyat meskipun kita berada di tahun politik susilo bambang yudhoyono,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user prabowo sangat layak jadi calon presiden tapi sangat tidak layak jadi presiden,1,0,1,0,0,0,0,0,1,1,0,0,0,
memang ya anjir kalau ke songgoriti naik motor berdua cewek cowok langsung ditawari vila,0,1,0,0,0,0,0,0,0,0,0,0,1,anjir
jokowi era percuma pembangunan duit utang semua,1,0,1,0,0,0,0,0,1,1,0,0,0,
beriman kepada allah subhanahu wa taala yang dungu biadab anda mendungukan membiadabkan bangsa,1,1,0,1,1,0,0,0,0,0,1,0,1,dungu
pengguna user klop prabowo pemberontak sekaligus koruptor,1,0,1,0,0,0,0,0,1,1,0,0,1,onta
iya memang habisnya tiap mau aktif begitu lihat lini masa asing suasana hatinya tiba tiba hilang,0,0,0,0,0,0,0,0,0,0,0,0,1,asing
udik sudah mendarah daging di kamu,1,1,1,0,0,0,0,0,1,1,0,0,1,udik
nanti ada baju muslim bertuliskan 2019 ganti presiden 2019 prabowo presiden,1,0,1,0,0,0,0,0,1,1,0,0,0,
kunjungan presiden joko widodo pada pada karya tunai di pelabuhan ratu sukabumi desa citarik telah berhasil mengubah desanya dari tempat pembuangan sampah yang bau dan kumuh menjadi tepat wisata resapan air dan menjadikan sampah sebagai produk yang mem,0,0,0,0,0,0,0,0,0,0,0,0,1,sampah
islam saya ya islam saja tidak perlu islam saya ditambah embel embel islam nusantara nanti ada teman saya harus pakai embel embel katolik nusantara protestan nusantara hindu nusantara buddha nusantara tapi kalau ada yang mau pakai embel embelnya ya silakan saja sa,0,0,0,0,0,0,0,0,0,0,0,0,0,
pemerintah kota cirebon optimis mampu merekam 19 000 calon pemilih pemula yang masih berstatus pelajar sama,0,0,0,0,0,0,0,0,0,0,0,0,0,
kenapa nun ada bom,0,0,0,0,0,0,0,0,0,0,0,0,0,
pengguna user pengguna user pengguna user hhhhmmm ini akibatnya jika jadi korban gizi buruk selalu salah dalam pemahamannya,0,0,0,0,0,0,0,0,0,0,0,0,0,
gue sebenarnya paling malas bagian yang ini aduh tetapi harus iya buat admin bangsat gue cuma kenal jirapuncel sama xogentot awalnya orangnya humoris goblok otaknya setengah aduh homoan nih orang dua,0,1,0,0,0,0,0,0,0,0,0,0,3,bangsat goblok homo
pengguna ketika kamu lagi jilat vagina sih cewek jilatlah luar dalam vagina dan gigitlah kelentit nya jilatlah vagina sampai dalam agar nih,0,1,0,0,0,0,0,0,0,0,0,0,0,
sinden banci kocak princess aprilia admin onggo inggi uniform resource locator melalui pengguna,0,1,0,0,0,0,0,0,0,0,0,0,1,banci
pengguna kitab suciku yang diturunkan oleh allah dianggap fiksi pakai belaga harus dilihat dari segi filsafat eh tapi kalau misalnya alquranku fiksi maka tidak bisa dong alquran menjadi dasar hukum di dalam hukum islam jadi harus pak apa ada,0,0,0,0,0,0,0,0,0,0,0,0,0,
mobile legend memang babi anjing xnk kasih naik rank kimakkk tim noob babi bocah setan,1,1,0,1,0,0,0,0,1,0,1,0,5,anjing babi kimak noob setan
pengguna haha cebong kafir alay goblok munafik jijik banget sudah ih,1,1,1,0,1,0,0,0,0,1,0,0,7,alay goblok jijik kafir bong cebong munafik
pengguna owwwwh bokong supirnya besar ya rekan makanya sampai duduk di besi baru tau aku haha,0,1,0,0,0,0,0,0,0,0,0,0,1,bokong
pengguna iya jual sih koh matamu ih picek ta tidak bisa liak tas jlentrek sak tai dayak dik tokoku tas kulit lumpia sek kosong tidak ingin tas kulit kadal koh cocok sama lidahmu,1,1,1,0,0,0,1,0,0,1,0,0,2,tai picek
